0.00187556,0,0,0,0,0,0,0,0,0.446486,0,1.33432,0,-0.430225,-0.0124703
0.00483994,-1.47809E-10,-5.59452E-11,-8.91529E-11,-7.61897E-11,-5.55759E-10,-0.0000000019768,-0.00000000427335,0,0.429638,0.0124703,1.32809,0,-0.417755,-0.0187055
