0.00265932,0,0,0,0,0,0,0,0.0239808,0,0.0479616,0,0,0,0,-0.00623515,0.556002,0,1.42785,0,0.199525,0
0.00662539,-1.47809e-10,-5.59452e-11,-8.91529e-11,-7.61897e-11,-5.55759e-10,-1.9768e-09,-4.27335e-09,0.0239808,0,0.0479616,0,0,0,0,-0.0311758,0.522305,-0.0374109,1.37797,0,0.187055,0
0.01061,-1.33858e-09,-4.18536e-10,-1.38449e-09,-5.84267e-10,-4.05561e-09,-1.60502e-08,-3.48889e-08,0.0239808,0,0.0479616,0,0,0,0,-0.0498812,0.395941,-0.0249406,1.3842,0,0.180819,0
0.0146451,-4.61522e-09,-1.3944e-09,-5.0921e-09,-1.95606e-09,-1.34433e-08,-5.4316e-08,-1.18187e-07,0.0239808,0,0.0479616,0,0,0,0,0,0.446486,0,1.3842,0,0.180819,0
0.0186268,-1.10205e-08,-3.29016e-09,-1.24179e-08,-4.62328e-09,-3.16622e-08,-1.28868e-07,-2.80504e-07,0.0479616,0,0.0479616,0,0,0,0,-0.081057,0.463335,0.0498812,1.39044,0,0.174584,0
0.022592,-2.15971e-08,-6.41235e-09,-2.45676e-08,-9.01746e-09,-6.16546e-08,-2.518e-07,-5.48172e-07,0.0479616,0,0.0479616,0,0,0,0,-0.0748218,0.463335,0.0187055,1.3842,0,0.174584,0
0.025638,-3.73873e-08,-1.10675e-08,-4.27466e-08,-1.55699e-08,-1.06362e-07,-4.35198e-07,-9.47514e-07,0.0479616,0,0.0479616,0,0,0,0,-0.0685867,0.463335,0,1.37797,0,0.180819,0
0.0296358,-5.94333e-08,-1.75621e-08,-6.81596e-08,-2.47116e-08,-1.68723e-07,-6.91149e-07,-1.50484e-06,0.0479616,0,0.0479616,0,0,0,0,-0.0561164,0.463335,0,1.3842,0,0.174584,0
0.0336289,-8.87768e-08,-2.62024e-08,-1.02011e-07,-3.68732e-08,-2.51678e-07,-1.03173e-06,-2.24647e-06,0.0479616,0,0.0479616,0,0,0,0,-0.0623515,0.454911,-0.00623515,1.3842,0,0.174584,0
0.0376015,-1.26459e-07,-3.72947e-08,-1.45505e-07,-5.24849e-08,-3.58161e-07,-1.46902e-06,-3.19867e-06,0.0479616,0,0.0479616,0,0,0,0,-0.0249406,0.412789,-0.0124703,1.3842,0,0.174584,0
0.0405962,-1.73521e-07,-5.11453e-08,-1.99845e-07,-7.19765e-08,-4.91107e-07,-2.01509e-06,-4.38773e-06,0.0719425,0,0.0479616,0,0,0,0,-0.0311758,0.438062,-0.00623515,1.37797,0,0.180819,0
0.04362,-2.31004e-07,-6.806e-08,-2.66233e-07,-9.57773e-08,-6.53448e-07,-2.682e-06,-5.83992e-06,0.0719425,0,0.0479616,0,0,0,0,-0.0374109,0.446486,-0.00623515,1.3842,0,0.174584,0
0.0476316,-2.99946e-07,-8.83449e-08,-3.4587e-07,-1.24316e-07,-8.48111e-07,-3.4818e-06,-7.58145e-06,0.0719425,0,0.0479616,0,0,0,0,-0.0561164,0.454911,-0.0498812,1.37173,0,0.155879,0
0.0515982,-3.81387e-07,-1.12306e-07,-4.39958e-07,-1.5802e-07,-1.07802e-06,-4.42653e-06,-9.63857e-06,0.0719425,0,0.0479616,0,0,0,0,-0.0872921,0.454911,-0.0498812,1.37797,0,0.180819,0
0.0546235,-4.76366e-07,-1.40248e-07,-5.49695e-07,-1.97317e-07,-1.3461e-06,-5.52824e-06,-1.20375e-05,0.0719425,0,0.0479616,0,0,0,0,-0.0997624,0.463335,-0.0498812,1.39044,0,0.168349,0
0.057595,-5.8592e-07,-1.72477e-07,-6.76281e-07,-2.42634e-07,-1.65527e-06,-6.79895e-06,-1.48043e-05,0.0719425,0,0.0479616,0,0,0,0,-0.0935273,0.522305,-0.0623515,1.40291,0,0.174584,0
0.0605956,-7.11087e-07,-2.09298e-07,-8.20913e-07,-2.94396e-07,-2.00844e-06,-8.25067e-06,-1.79653e-05,0.0479616,0,0.0239808,0,0,0,0,-0.105998,0.463335,-0.0561164,1.39667,0,0.180819,0
0.0636123,-8.52902e-07,-2.51017e-07,-9.84787e-07,-3.53028e-07,-2.40853e-06,-9.89542e-06,-2.15464e-05,0.0479616,0,0.0239808,0,0,0,0,-0.105998,0.480184,-0.0561164,1.3842,0,0.174584,0
