0.00228612,0,0,0,0,0,0,0,0,-0.0168738,0,-0.152171,0.00153398,0.00306796,-0.00153398,-12.8991,1870.37,-25.7983,2566.93,0,-90.2939,51.5965
0.00520934,-2.64439e-10,-5.59452e-11,-1.22268e-10,-7.24281e-11,-4.49271e-10,-1.9768e-09,-5.01165e-09,0,-0.0153398,0,-0.152171,0.00153398,0.00306796,-0.00153398,0,1767.18,-38.6974,2528.23,-51.5965,-167.689,0
0.0071946,-1.76147e-09,-4.18536e-10,-1.67002e-09,-1.09501e-09,-4.37792e-09,-1.60502e-08,-4.1155e-08,0,-0.0153398,0,-0.152171,0.00153398,0.00306796,-0.00153398,-25.7983,1663.99,-25.7983,2502.43,-38.6974,-219.285,0
0.00920066,-5.72361e-09,-1.3944e-09,-6.06865e-09,-4.01777e-09,-1.5265e-08,-5.4316e-08,-1.3956e-07,0,-0.0153398,0,-0.152171,0.00153398,0.00153398,-0.00153398,-103.193,1663.99,-12.8991,2489.53,0,-270.882,0
0.0111788,-1.33832e-08,-3.29016e-09,-1.47433e-08,-9.79047e-09,-3.65889e-08,-1.28868e-07,-3.3135e-07,0,-0.0153398,0,-0.152171,0.00153398,0.00306796,-0.00153398,-77.3948,1663.99,-12.8991,2489.53,0,-232.184,0
0.0131802,-2.59726e-08,-6.41235e-09,-2.9119e-08,-1.93625e-08,-7.18269e-08,-2.518e-07,-6.47646e-07,0,-0.0153398,0,-0.161988,0.00153398,0.00306796,-0.00153398,0,1676.89,0,2515.33,0,-232.184,0
0.0151836,-4.47235e-08,-1.10675e-08,-5.06201e-08,-3.36827e-08,-1.24455e-07,-4.35198e-07,-1.11956e-06,0,-0.0153398,0,-0.152171,0.00153398,0.00306796,-0.00306796,0,1702.69,0,2489.53,25.7983,-257.983,0
0.0171792,-7.08676e-08,-1.75621e-08,-8.06706e-08,-5.36992e-08,-1.97948e-07,-6.91149e-07,-1.77818e-06,0,-0.0153398,0,-0.152171,0.00153398,0.00306796,-0.00153398,-38.6974,1702.69,0,2489.53,51.5965,-206.386,0
0.0192223,-1.05636e-07,-2.62024e-08,-1.20694e-07,-8.03596e-08,-2.95778e-07,-1.03173e-06,-2.65461e-06,0,-0.0168738,0,-0.152171,0.00153398,0.00306796,-0.00153398,-51.5965,1663.99,-12.8991,2489.53,51.5965,-206.386,0
0.0212042,-1.50259e-07,-3.72947e-08,-1.72113e-07,-1.1461e-07,-4.21414e-07,-1.46902e-06,-3.7799e-06,0,-0.0153398,0,-0.152171,0,0.00306796,-0.00306796,-12.8991,1676.89,-12.8991,2489.53,38.6974,-232.184,0
0.023186,-2.05968e-07,-5.11453e-08,-2.3635e-07,-1.57397e-07,-5.78325e-07,-2.01509e-06,-5.18512e-06,0,-0.0153398,0,-0.152171,0,0.00306796,-0.00153398,0,1663.99,-25.7983,2489.53,64.4957,-245.084,0
0.0252128,-2.73991e-07,-6.806e-08,-3.14825e-07,-2.09663e-07,-7.69975e-07,-2.682e-06,-6.90129e-06,0,-0.0168738,0,-0.152171,0,0.00306796,-0.00153398,-38.6974,1676.89,-38.6974,2489.53,38.6974,-245.084,0
0.0271805,-3.55558e-07,-8.83449e-08,-4.08958e-07,-2.72353e-07,-9.99823e-07,-3.4818e-06,-8.95944e-06,0,-0.0168738,0,-0.152171,0,0.00306796,-0.00153398,-90.2939,1663.99,-38.6974,2489.53,38.6974,-245.084,0
0.0291881,-4.51897e-07,-1.12306e-07,-5.2017e-07,-3.46407e-07,-1.27133e-06,-4.42653e-06,-1.13905e-05,0,-0.0153398,0,-0.152171,0,0.00306796,-0.00153398,-38.6974,1676.89,-25.7983,2489.53,12.8991,-193.487,0
0.031216,-5.64234e-07,-1.40248e-07,-6.49876e-07,-4.32766e-07,-1.58794e-06,-5.52824e-06,-1.42256e-05,0,-0.0168738,0,-0.152171,0,0.00306796,-0.00306796,0,1689.79,-25.7983,2489.53,0,-232.184,0
0.0332238,-6.93797e-07,-1.72477e-07,-7.99495e-07,-5.32368e-07,-1.95312e-06,-6.79895e-06,-1.74954e-05,0,-0.0153398,0.00153398,-0.161988,0,0.00306796,-0.00153398,-25.7983,1715.58,-51.5965,2515.33,0,-193.487,0
0.0351983,-8.41811e-07,-2.09298e-07,-9.70441e-07,-6.46149e-07,-2.3703e-06,-8.25067e-06,-2.1231e-05,0,-0.0168738,0,-0.152171,0.00153398,0.00306796,-0.00306796,-103.193,1728.48,0,2515.33,-12.8991,-206.386,0
0.0371945,-1.0095e-06,-2.51017e-07,-1.16413e-06,-7.75045e-07,-2.84292e-06,-9.89542e-06,-2.54633e-05,0,-0.0153398,0,-0.152171,0,0.00153398,-0.00153398,-90.2939,1702.69,0,2502.43,0,-128.991,0
0.0391967,-1.19809e-06,-2.97937e-07,-1.38197e-06,-9.19987e-07,-3.37441e-06,-1.17452e-05,-3.0223e-05,0,-0.0153398,0,-0.152171,0,0.00306796,-0.00153398,-12.8991,1702.69,0,2502.43,0,-128.991,0
0.0412251,-1.4088e-06,-3.50364e-07,-1.62537e-06,-1.08191e-06,-3.96821e-06,-1.38119e-05,-3.5541e-05,0,-0.0153398,0,-0.152171,0,0.00306796,-0.00153398,-12.8991,1663.99,-12.8991,2489.53,0,-167.689,0
0.043182,-1.64285e-06,-4.08601e-07,-1.89574e-06,-1.26173e-06,-4.62774e-06,-1.61076e-05,-4.1448e-05,0,-0.0153398,0,-0.152171,0,0.00153398,-0.00153398,-90.2939,1651.09,-12.8991,2489.53,0,-128.991,0
0.045203,-1.90146e-06,-4.72954e-07,-2.19449e-06,-1.46038e-06,-5.35641e-06,-1.86442e-05,-4.79747e-05,0,-0.0168738,0,-0.152171,0,0.00153398,-0.00153398,-77.3948,1676.89,-25.7983,2489.53,0,-116.092,0
