__time,/joint_state/cranex7_j0/effort,/joint_state/cranex7_j0/position,/joint_state/cranex7_j0/velocity,/joint_state/cranex7_j1/effort,/joint_state/cranex7_j1/position,/joint_state/cranex7_j1/velocity,/joint_state/cranex7_j2/effort,/joint_state/cranex7_j2/position,/joint_state/cranex7_j2/velocity,/joint_state/cranex7_j3/effort,/joint_state/cranex7_j3/position,/joint_state/cranex7_j3/velocity,/joint_state/cranex7_j4/effort,/joint_state/cranex7_j4/position,/joint_state/cranex7_j4/velocity,/joint_state/cranex7_j5/effort,/joint_state/cranex7_j5/position,/joint_state/cranex7_j5/velocity,/joint_state/cranex7_j6/effort,/joint_state/cranex7_j6/position,/joint_state/cranex7_j6/velocity,/joint_state/cranex7_j7/effort,/joint_state/cranex7_j7/position,/joint_state/cranex7_j7/velocity,/joint_state/header/stamp
1697018910.618695,-0.006235151,-0.001533981,0.000000000,0.876124392,1.556990498,0.000000000,0.000000000,0.000000000,0.000000000,1.047505368,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,0.000000000,-0.001533981,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.618508577
1697018910.666616,-0.018705453,-0.001533981,0.000000000,0.876124392,1.556990498,0.000000000,0.000000000,-0.003067962,-0.023980824,1.047505368,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.168349077,-0.007669904,0.000000000,0.000000000,-0.001533981,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.666475534
1697018910.714682,-0.006235151,-0.001533981,0.000000000,0.884548665,1.556990498,0.000000000,0.006235151,-0.003067962,0.000000000,1.047505368,-1.029301107,0.000000000,-0.006235151,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,0.000000000,-0.001533981,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.714483261
1697018910.762747,-0.018705453,-0.001533981,0.000000000,0.876124392,1.556990498,0.000000000,0.000000000,-0.003067962,0.000000000,1.053740519,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,-0.012470302,-0.001533981,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.762491703
1697018910.810670,-0.018705453,-0.001533981,0.000000000,0.884548665,1.556990498,0.000000000,0.000000000,-0.003067962,0.000000000,1.053740519,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,-0.031175755,-0.003067962,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.810479164
1697018910.858762,-0.018705453,-0.001533981,0.000000000,0.892972938,1.556990498,0.000000000,0.000000000,-0.003067962,0.000000000,1.053740519,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,-0.024940604,-0.003067962,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.858603716
1697018910.906695,-0.018705453,-0.001533981,0.000000000,0.892972938,1.556990498,0.000000000,-0.037410906,-0.001533981,0.000000000,1.059975670,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.174584228,-0.007669904,0.000000000,-0.049881208,-0.001533981,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.906452656
1697018910.954657,-0.024940604,-0.001533981,0.000000000,0.901397211,1.556990498,0.000000000,-0.006235151,0.000000000,0.023980824,1.091151425,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.180819379,-0.007669904,0.000000000,-0.018705453,-0.003067962,0.000000000,0.000000000,-0.001533981,0.000000000,1697018910.954465628
1697018911.002697,-0.031175755,-0.001533981,0.000000000,0.909821484,1.556990498,0.000000000,-0.024940604,0.000000000,0.000000000,1.091151425,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.143408473,-0.007669904,0.000000000,-0.031175755,-0.003067962,0.000000000,0.000000000,-0.001533981,0.000000000,1697018911.002492189
1697018911.050670,-0.006235151,-0.001533981,0.000000000,0.909821484,1.555456517,0.000000000,-0.012470302,0.000000000,0.000000000,1.084916274,-1.029301107,0.000000000,0.000000000,0.000000000,0.000000000,0.143408473,-0.007669904,0.000000000,-0.018705453,-0.003067962,0.000000000,0.000000000,-0.001533981,0.000000000,1697018911.050516844
