__time,/joint_state/cranex7_j0/effort,/joint_state/cranex7_j0/position,/joint_state/cranex7_j0/velocity,/joint_state/cranex7_j1/effort,/joint_state/cranex7_j1/position,/joint_state/cranex7_j1/velocity,/joint_state/cranex7_j2/effort,/joint_state/cranex7_j2/position,/joint_state/cranex7_j2/velocity,/joint_state/cranex7_j3/effort,/joint_state/cranex7_j3/position,/joint_state/cranex7_j3/velocity,/joint_state/cranex7_j4/effort,/joint_state/cranex7_j4/position,/joint_state/cranex7_j4/velocity,/joint_state/cranex7_j5/effort,/joint_state/cranex7_j5/position,/joint_state/cranex7_j5/velocity,/joint_state/cranex7_j6/effort,/joint_state/cranex7_j6/position,/joint_state/cranex7_j6/velocity,/joint_state/cranex7_j7/effort,/joint_state/cranex7_j7/position,/joint_state/cranex7_j7/velocity,/joint_state/header/stamp
1697017231.724830,-0.012470302,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,-0.006235151,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.006235151,-0.042951462,0.000000000,-0.037410906,-0.110446617,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.724601746
1697017231.772807,-0.024940604,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,0.000000000,-0.007669904,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.006235151,-0.044485443,0.000000000,0.000000000,-0.110446617,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.772563934
1697017231.820715,-0.012470302,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.471495636,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.012470302,-0.044485443,0.000000000,-0.018705453,-0.110446617,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.820517540
1697017231.868726,-0.012470302,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.012470302,-0.044485443,0.000000000,-0.006235151,-0.111980597,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.868490458
1697017231.916680,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.042951462,0.000000000,-0.018705453,-0.111980597,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.916533709
1697017231.964692,-0.012470302,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.004601942,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.006235151,-0.044485443,0.000000000,0.000000000,-0.111980597,0.000000000,0.000000000,-0.001533981,0.000000000,1697017231.964534283
1697017232.012713,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.024940604,-0.004601942,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.046019424,0.000000000,-0.037410906,-0.115048559,0.000000000,0.000000000,0.000000000,0.000000000,1697017232.012498617
1697017232.060747,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.031175755,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.046019424,0.000000000,-0.006235151,-0.113514578,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.060531855
1697017232.108782,-0.006235151,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.046019424,0.000000000,-0.018705453,-0.116582540,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.108586311
1697017232.156670,-0.018705453,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,-0.006235151,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.006235151,-0.046019424,0.000000000,0.000000000,-0.115048559,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.156463623
1697017232.204597,-0.024940604,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.031175755,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.012470302,-0.047553404,0.000000000,-0.024940604,-0.118116521,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.204439163
1697017232.252659,-0.012470302,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.012470302,-0.004601942,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.047553404,0.000000000,0.000000000,-0.118116521,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.252451420
1697017232.300619,-0.024940604,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,-0.018705453,-0.004601942,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,-0.006235151,-0.047553404,0.000000000,-0.018705453,-0.119650501,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.300455093
1697017232.348752,-0.024940604,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,-0.006235151,-0.004601942,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.046019424,0.000000000,-0.018705453,-0.119650501,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.348513842
1697017232.396828,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.047553404,0.000000000,-0.012470302,-0.121184482,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.396570683
1697017232.444738,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.006235151,-0.006135923,0.000000000,1.465260485,-1.052310819,0.000000000,0.000000000,-0.009203885,0.000000000,0.000000000,-0.049087385,-0.023980824,0.000000000,-0.121184482,0.000000000,0.000000000,0.000000000,0.000000000,1697017232.444516659
1697017232.492769,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,0.000000000,-0.049087385,0.000000000,-0.024940604,-0.122718463,0.000000000,0.000000000,0.000000000,0.000000000,1697017232.492501259
1697017232.540738,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.006235151,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.049087385,0.000000000,-0.018705453,-0.122718463,0.000000000,0.000000000,0.000000000,0.000000000,1697017232.540482521
1697017232.588741,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.012470302,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,0.000000000,-0.049087385,0.000000000,-0.024940604,-0.124252444,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.588407755
1697017232.636724,-0.006235151,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.018705453,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.050621366,0.000000000,-0.024940604,-0.124252444,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.636437178
1697017232.684675,-0.018705453,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.018705453,-0.004601942,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.050621366,0.000000000,-0.024940604,-0.125786424,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.684406996
1697017232.732699,-0.012470302,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.050621366,0.000000000,-0.012470302,-0.125786424,0.000000000,0.000000000,0.000000000,0.000000000,1697017232.732407570
1697017232.780722,-0.012470302,-0.006135923,0.000000000,0.631820475,1.560058459,0.000000000,-0.018705453,-0.004601942,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.012470302,-0.050621366,0.000000000,-0.018705453,-0.127320405,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.780378342
1697017232.828748,-0.012470302,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,0.000000000,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,0.000000000,-0.050621366,0.000000000,0.000000000,-0.127320405,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.828419447
1697017232.876600,-0.006235151,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.006235151,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.052155347,0.000000000,-0.012470302,-0.128854386,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.876398802
1697017232.924678,-0.012470302,-0.006135923,0.000000000,0.623396202,1.560058459,0.000000000,-0.024940604,-0.006135923,0.000000000,1.502671391,-1.052310819,0.000000000,0.000000000,-0.010737866,0.000000000,-0.006235151,-0.052155347,0.000000000,-0.006235151,-0.128854386,0.000000000,0.000000000,-0.001533981,0.000000000,1697017232.924404621
